Samples,FlowPattern,Vsl,Vsg,VisL,VisG,DenL,DenG,ST,Ang,ID,FPLabels
51,2,0.16,0.63,0.001,0.00002,1000,1.8,0.07,0,0.051,SS
52,2,0.0025,1,0.001,0.00002,1000,1.8,0.07,0,0.051,SS
53,2,0.01,1,0.001,0.00002,1000,1.8,0.07,0,0.051,SS
54,2,0.025,1,0.001,0.00002,1000,1.8,0.07,0,0.051,SS
55,2,0.04,1,0.001,0.00002,1000,1.8,0.07,0,0.051,SS
56,2,0.063,1,0.001,0.00002,1000,1.8,0.07,0,0.051,SS
57,2,0.1,1,0.001,0.00002,1000,1.8,0.07,0,0.051,SS
58,2,0.16,1,0.001,0.00002,1000,1.8,0.07,0,0.051,SS
59,2,0.0025,1.6,0.001,0.00002,1000,1.8,0.07,0,0.051,SS
60,2,0.01,1.6,0.001,0.00002,1000,1.8,0.07,0,0.051,SS
61,2,0.015,1.6,0.001,0.00002,1000,1.8,0.07,0,0.051,SS
62,2,0.025,1.6,0.001,0.00002,1000,1.8,0.07,0,0.051,SS
63,2,0.0025,2.5,0.001,0.00002,1000,1.8,0.07,0,0.051,SS
64,2,0.004,2.5,0.001,0.00002,1000,1.8,0.07,0,0.051,SS
65,2,0.0063,2.5,0.001,0.00002,1000,1.8,0.07,0,0.051,SS
66,2,0.01,2.5,0.001,0.00002,1000,1.8,0.07,0,0.051,SS
67,2,0.0025,4,0.001,0.00002,1000,1.8,0.07,0,0.051,SS
68,2,0.004,4,0.001,0.00002,1000,1.8,0.07,0,0.051,SS
69,3,0.04,1.6,0.001,0.00002,1000,1.8,0.07,0,0.051,SW
70,3,0.063,1.6,0.001,0.00002,1000,1.8,0.07,0,0.051,SW
71,3,0.1,1.6,0.001,0.00002,1000,1.8,0.07,0,0.051,SW
72,3,0.016,2.5,0.001,0.00002,1000,1.8,0.07,0,0.051,SW
73,3,0.025,2.5,0.001,0.00002,1000,1.8,0.07,0,0.051,SW
74,3,0.04,2.5,0.001,0.00002,1000,1.8,0.07,0,0.051,SW
75,3,0.063,2.5,0.001,0.00002,1000,1.8,0.07,0,0.051,SW
76,3,0.1,2.5,0.001,0.00002,1000,1.8,0.07,0,0.051,SW
77,3,0.04,4,0.001,0.00002,1000,1.8,0.07,0,0.051,SW
78,3,0.063,4,0.001,0.00002,1000,1.8,0.07,0,0.051,SW
79,3,0.1,4,0.001,0.00002,1000,1.8,0.07,0,0.051,SW
80,3,0.0025,6.3,0.001,0.00002,1000,1.8,0.07,0,0.051,SW
81,3,0.0063,6.3,0.001,0.00002,1000,1.8,0.07,0,0.051,SW
82,3,0.01,6.3,0.001,0.00002,1000,1.8,0.07,0,0.051,SW
83,3,0.025,6.3,0.001,0.00002,1000,1.8,0.07,0,0.051,SW
84,3,0.04,6.3,0.001,0.00002,1000,1.8,0.07,0,0.051,SW
85,3,0.063,6.3,0.001,0.00002,1000,1.8,0.07,0,0.051,SW
86,3,0.1,6.3,0.001,0.00002,1000,1.8,0.07,0,0.051,SW
87,3,0.0025,10,0.001,0.00002,1000,1.8,0.07,0,0.051,SW
88,3,0.01,10,0.001,0.00002,1000,1.8,0.07,0,0.051,SW
89,3,0.04,10,0.001,0.00002,1000,1.8,0.07,0,0.051,SW
90,3,0.063,10,0.001,0.00002,1000,1.8,0.07,0,0.051,SW
91,3,0.0025,16,0.001,0.00002,1000,1.8,0.07,0,0.051,SW
92,3,0.004,16,0.001,0.00002,1000,1.8,0.07,0,0.051,SW
93,3,0.0063,16,0.001,0.00002,1000,1.8,0.07,0,0.051,SW
94,3,0.01,16,0.001,0.00002,1000,1.8,0.07,0,0.051,SW
95,3,0.016,16,0.001,0.00002,1000,1.8,0.07,0,0.051,SW
96,3,0.025,16,0.001,0.00002,1000,1.8,0.07,0,0.051,SW
97,3,0.0025,25,0.001,0.00002,1000,1.8,0.07,0,0.051,SW
98,4,0.04,16,0.001,0.00002,1000,1.8,0.07,0,0.051,A
99,4,0.063,16,0.001,0.00002,1000,1.8,0.07,0,0.051,A
100,4,0.1,16,0.001,0.00002,1000,1.8,0.07,0,0.051,A
101,4,0.16,16,0.001,0.00002,1000,1.8,0.07,0,0.051,A
102,4,0.25,16,0.001,0.00002,1000,1.8,0.07,0,0.051,A
103,4,0.4,16,0.001,0.00002,1000,1.8,0.07,0,0.051,A
104,4,0.63,16,0.001,0.00002,1000,1.8,0.07,0,0.051,A
105,4,0.004,25,0.001,0.00002,1000,1.8,0.07,0,0.051,A
106,4,0.0063,25,0.001,0.00002,1000,1.8,0.07,0,0.051,A
107,4,0.01,25,0.001,0.00002,1000,1.8,0.07,0,0.051,A
108,4,0.016,25,0.001,0.00002,1000,1.8,0.07,0,0.051,A
109,4,0.025,25,0.001,0.00002,1000,1.8,0.07,0,0.051,A
110,4,0.04,25,0.001,0.00002,1000,1.8,0.07,0,0.051,A
111,4,0.063,25,0.001,0.00002,1000,1.8,0.07,0,0.051,A
112,4,0.1,25,0.001,0.00002,1000,1.8,0.07,0,0.051,A
113,4,0.16,25,0.001,0.00002,1000,1.8,0.07,0,0.051,A
114,4,0.25,25,0.001,0.00002,1000,1.8,0.07,0,0.051,A
115,4,0.4,25,0.001,0.00002,1000,1.8,0.07,0,0.051,A
116,4,0.63,25,0.001,0.00002,1000,1.8,0.07,0,0.051,A
117,5,0.25,0.025,0.001,0.00002,1000,1.8,0.07,0,0.051,I
118,5,0.4,0.025,0.001,0.00002,1000,1.8,0.07,0,0.051,I
119,5,1,0.025,0.001,0.00002,1000,1.8,0.07,0,0.051,I
120,5,1.6,0.025,0.001,0.00002,1000,1.8,0.07,0,0.051,I
121,5,2.5,0.025,0.001,0.00002,1000,1.8,0.07,0,0.051,I
122,5,2.5,0.04,0.001,0.00002,1000,1.8,0.07,0,0.051,I
123,5,2.5,0.063,0.001,0.00002,1000,1.8,0.07,0,0.051,I
124,5,0.25,0.1,0.001,0.00002,1000,1.8,0.07,0,0.051,I
125,5,0.4,0.1,0.001,0.00002,1000,1.8,0.07,0,0.051,I
126,5,1,0.1,0.001,0.00002,1000,1.8,0.07,0,0.051,I
127,5,2.5,0.1,0.001,0.00002,1000,1.8,0.07,0,0.051,I
128,5,2.5,0.16,0.001,0.00002,1000,1.8,0.07,0,0.051,I
129,5,0.25,0.4,0.001,0.00002,1000,1.8,0.07,0,0.051,I
130,5,0.4,0.4,0.001,0.00002,1000,1.8,0.07,0,0.051,I
131,5,2.5,0.4,0.001,0.00002,1000,1.8,0.07,0,0.051,I
132,5,3.46184,0.4,0.001,0.00002,1000,1.8,0.07,0,0.051,I
133,5,0.25,0.63,0.001,0.00002,1000,1.8,0.07,0,0.051,I
134,5,0.4,0.63,0.001,0.00002,1000,1.8,0.07,0,0.051,I
135,5,0.63,0.63,0.001,0.00002,1000,1.8,0.07,0,0.051,I
136,5,1,0.63,0.001,0.00002,1000,1.8,0.07,0,0.051,I
137,5,2.5,0.63,0.001,0.00002,1000,1.8,0.07,0,0.051,I
138,5,3.4,0.63,0.001,0.00002,1000,1.8,0.07,0,0.051,I
139,5,0.25,1,0.001,0.00002,1000,1.8,0.07,0,0.051,I
140,5,0.4,1,0.001,0.00002,1000,1.8,0.07,0,0.051,I
141,5,0.63,1,0.001,0.00002,1000,1.8,0.07,0,0.051,I
142,5,1,1,0.001,0.00002,1000,1.8,0.07,0,0.051,I
143,5,1.6,1,0.001,0.00002,1000,1.8,0.07,0,0.051,I
144,5,2.5,1,0.001,0.00002,1000,1.8,0.07,0,0.051,I
145,5,3.4,1,0.001,0.00002,1000,1.8,0.07,0,0.051,I
146,5,0.25,1.6,0.001,0.00002,1000,1.8,0.07,0,0.051,I
147,5,0.4,1.6,0.001,0.00002,1000,1.8,0.07,0,0.051,I
148,5,1,1.6,0.001,0.00002,1000,1.8,0.07,0,0.051,I
149,5,2.5,1.6,0.001,0.00002,1000,1.8,0.07,0,0.051,I
150,5,3.4,1.6,0.001,0.00002,1000,1.8,0.07,0,0.051,I
151,5,0.16,2.5,0.001,0.00002,1000,1.8,0.07,0,0.051,I
152,5,0.25,2.5,0.001,0.00002,1000,1.8,0.07,0,0.051,I
153,5,0.4,2.5,0.001,0.00002,1000,1.8,0.07,0,0.051,I
154,5,0.63,2.5,0.001,0.00002,1000,1.8,0.07,0,0.051,I
155,5,1,2.5,0.001,0.00002,1000,1.8,0.07,0,0.051,I
156,5,1.6,2.5,0.001,0.00002,1000,1.8,0.07,0,0.051,I
157,5,2.5,2.5,0.001,0.00002,1000,1.8,0.07,0,0.051,I
158,5,4,2.5,0.001,0.00002,1000,1.8,0.07,0,0.051,I
159,5,0.18811,4,0.001,0.00002,1000,1.8,0.07,0,0.051,I
160,5,0.25,4,0.001,0.00002,1000,1.8,0.07,0,0.051,I
161,5,0.4,4,0.001,0.00002,1000,1.8,0.07,0,0.051,I
162,5,0.63,4,0.001,0.00002,1000,1.8,0.07,0,0.051,I
163,5,1,4,0.001,0.00002,1000,1.8,0.07,0,0.051,I
164,5,1.6,4,0.001,0.00002,1000,1.8,0.07,0,0.051,I
165,5,2.5,4,0.001,0.00002,1000,1.8,0.07,0,0.051,I
166,5,4,4,0.001,0.00002,1000,1.8,0.07,0,0.051,I
167,5,0.29966,6.3,0.001,0.00002,1000,1.8,0.07,0,0.051,I
168,5,0.4,6.3,0.001,0.00002,1000,1.8,0.07,0,0.051,I
169,5,0.63,6.3,0.001,0.00002,1000,1.8,0.07,0,0.051,I
170,5,1,6.3,0.001,0.00002,1000,1.8,0.07,0,0.051,I
171,5,1.6,6.3,0.001,0.00002,1000,1.8,0.07,0,0.051,I
172,5,2.5,6.3,0.001,0.00002,1000,1.8,0.07,0,0.051,I
173,5,4,6.3,0.001,0.00002,1000,1.8,0.07,0,0.051,I
174,5,0.63,10,0.001,0.00002,1000,1.8,0.07,0,0.051,I
175,5,0.63,10,0.001,0.00002,1000,1.8,0.07,0,0.051,I
176,5,1,10,0.001,0.00002,1000,1.8,0.07,0,0.051,I
177,5,1.6,10,0.001,0.00002,1000,1.8,0.07,0,0.051,I
178,5,2.5,10,0.001,0.00002,1000,1.8,0.07,0,0.051,I
179,5,4,10,0.001,0.00002,1000,1.8,0.07,0,0.051,I
180,5,1,16,0.001,0.00002,1000,1.8,0.07,0,0.051,I
181,5,1.6,16,0.001,0.00002,1000,1.8,0.07,0,0.051,I
182,5,1,25,0.001,0.00002,1000,1.8,0.07,0,0.051,I
183,5,1.6,25,0.001,0.00002,1000,1.8,0.07,0,0.051,I
184,1,2.84603,0.025,0.001,0.00002,1000,1.8,0.07,0.25,0.051,DB
185,1,4,0.025,0.001,0.00002,1000,1.8,0.07,0.25,0.051,DB
186,1,6.3,0.025,0.001,0.00002,1000,1.8,0.07,0.25,0.051,DB
187,1,4,0.1,0.001,0.00002,1000,1.8,0.07,0.25,0.051,DB
188,1,6.3,0.1,0.001,0.00002,1000,1.8,0.07,0.25,0.051,DB
189,1,6.3,0.4,0.001,0.00002,1000,1.8,0.07,0.25,0.051,DB
190,1,4,0.4,0.001,0.00002,1000,1.8,0.07,0.25,0.051,DB
191,1,4,0.63,0.001,0.00002,1000,1.8,0.07,0.25,0.051,DB
192,1,6.3,0.63,0.001,0.00002,1000,1.8,0.07,0.25,0.051,DB
193,1,6.3,1,0.001,0.00002,1000,1.8,0.07,0.25,0.051,DB
194,1,6.3,1.6,0.001,0.00002,1000,1.8,0.07,0.25,0.051,DB
195,1,6.3,2.5,0.001,0.00002,1000,1.8,0.07,0.25,0.051,DB
196,1,6.3,4,0.001,0.00002,1000,1.8,0.07,0.25,0.051,DB
197,3,0.0025,2.5,0.001,0.00002,1000,1.8,0.07,0.25,0.051,SW
198,3,0.004,2.5,0.001,0.00002,1000,1.8,0.07,0.25,0.051,SW
199,3,0.0063,2.5,0.001,0.00002,1000,1.8,0.07,0.25,0.051,SW
200,3,0.01,2.5,0.001,0.00002,1000,1.8,0.07,0.25,0.051,SW
201,3,0.016,2.5,0.001,0.00002,1000,1.8,0.07,0.25,0.051,SW
202,3,0.025,2.5,0.001,0.00002,1000,1.8,0.07,0.25,0.051,SW
203,3,0.0025,4,0.001,0.00002,1000,1.8,0.07,0.25,0.051,SW
204,3,0.01,4,0.001,0.00002,1000,1.8,0.07,0.25,0.051,SW
205,3,0.016,4,0.001,0.00002,1000,1.8,0.07,0.25,0.051,SW
206,3,0.025,4,0.001,0.00002,1000,1.8,0.07,0.25,0.051,SW
207,3,0.04,4,0.001,0.00002,1000,1.8,0.07,0.25,0.051,SW
208,3,0.0025,6.3,0.001,0.00002,1000,1.8,0.07,0.25,0.051,SW
209,3,0.0063,6.3,0.001,0.00002,1000,1.8,0.07,0.25,0.051,SW
210,3,0.01,6.3,0.001,0.00002,1000,1.8,0.07,0.25,0.051,SW
211,3,0.025,6.3,0.001,0.00002,1000,1.8,0.07,0.25,0.051,SW
212,3,0.04,6.3,0.001,0.00002,1000,1.8,0.07,0.25,0.051,SW
213,3,0.063,6.3,0.001,0.00002,1000,1.8,0.07,0.25,0.051,SW
214,3,0.0025,10,0.001,0.00002,1000,1.8,0.07,0.25,0.051,SW
215,3,0.0063,10,0.001,0.00002,1000,1.8,0.07,0.25,0.051,SW
216,3,0.01,10,0.001,0.00002,1000,1.8,0.07,0.25,0.051,SW
217,3,0.025,10,0.001,0.00002,1000,1.8,0.07,0.25,0.051,SW
218,3,0.04,10,0.001,0.00002,1000,1.8,0.07,0.25,0.051,SW
219,3,0.063,10,0.001,0.00002,1000,1.8,0.07,0.25,0.051,SW
220,3,0.1,10,0.001,0.00002,1000,1.8,0.07,0.25,0.051,SW
221,3,0.0025,16,0.001,0.00002,1000,1.8,0.07,0.25,0.051,SW
222,3,0.004,16,0.001,0.00002,1000,1.8,0.07,0.25,0.051,SW
223,3,0.0063,16,0.001,0.00002,1000,1.8,0.07,0.25,0.051,SW
224,3,0.01,16,0.001,0.00002,1000,1.8,0.07,0.25,0.051,SW
225,3,0.016,16,0.001,0.00002,1000,1.8,0.07,0.25,0.051,SW
226,3,0.025,16,0.001,0.00002,1000,1.8,0.07,0.25,0.051,SW
227,3,0.04,16,0.001,0.00002,1000,1.8,0.07,0.25,0.051,SW
228,4,0.16,10,0.001,0.00002,1000,1.8,0.07,0.25,0.051,A
229,4,0.25,10,0.001,0.00002,1000,1.8,0.07,0.25,0.051,A
230,4,0.4,10,0.001,0.00002,1000,1.8,0.07,0.25,0.051,A
231,4,0.063,16,0.001,0.00002,1000,1.8,0.07,0.25,0.051,A
232,4,0.1,16,0.001,0.00002,1000,1.8,0.07,0.25,0.051,A
233,4,0.16,16,0.001,0.00002,1000,1.8,0.07,0.25,0.051,A
234,4,0.25,16,0.001,0.00002,1000,1.8,0.07,0.25,0.051,A
235,4,0.4,16,0.001,0.00002,1000,1.8,0.07,0.25,0.051,A
236,4,0.0025,25,0.001,0.00002,1000,1.8,0.07,0.25,0.051,A
237,4,0.004,25,0.001,0.00002,1000,1.8,0.07,0.25,0.051,A
238,4,0.01,25,0.001,0.00002,1000,1.8,0.07,0.25,0.051,A
239,4,0.016,25,0.001,0.00002,1000,1.8,0.07,0.25,0.051,A
240,4,0.025,25,0.001,0.00002,1000,1.8,0.07,0.25,0.051,A
241,4,0.04,25,0.001,0.00002,1000,1.8,0.07,0.25,0.051,A
242,4,0.063,25,0.001,0.00002,1000,1.8,0.07,0.25,0.051,A
243,4,0.1,25,0.001,0.00002,1000,1.8,0.07,0.25,0.051,A
244,4,0.4,25,0.001,0.00002,1000,1.8,0.07,0.25,0.051,A
245,5,0.0025,0.025,0.001,0.00002,1000,1.8,0.07,0.25,0.051,I
246,5,0.01,0.025,0.001,0.00002,1000,1.8,0.07,0.25,0.051,I
247,5,0.025,0.025,0.001,0.00002,1000,1.8,0.07,0.25,0.051,I
248,5,0.04,0.025,0.001,0.00002,1000,1.8,0.07,0.25,0.051,I
249,5,0.063,0.025,0.001,0.00002,1000,1.8,0.07,0.25,0.051,I
250,5,0.1,0.025,0.001,0.00002,1000,1.8,0.07,0.25,0.051,I
251,5,0.16,0.025,0.001,0.00002,1000,1.8,0.07,0.25,0.051,I
252,5,0.25,0.025,0.001,0.00002,1000,1.8,0.07,0.25,0.051,I
253,5,0.4,0.025,0.001,0.00002,1000,1.8,0.07,0.25,0.051,I
254,5,0.63,0.025,0.001,0.00002,1000,1.8,0.07,0.25,0.051,I
255,5,1,0.025,0.001,0.00002,1000,1.8,0.07,0.25,0.051,I
256,5,1.6,0.025,0.001,0.00002,1000,1.8,0.07,0.25,0.051,I
257,5,0.0025,0.1,0.001,0.00002,1000,1.8,0.07,0.25,0.051,I
258,5,0.01,0.1,0.001,0.00002,1000,1.8,0.07,0.25,0.051,I
259,5,0.1,0.1,0.001,0.00002,1000,1.8,0.07,0.25,0.051,I
260,5,1,0.1,0.001,0.00002,1000,1.8,0.07,0.25,0.051,I
261,5,2.5,0.1,0.001,0.00002,1000,1.8,0.07,0.25,0.051,I
262,5,0.0025,0.4,0.001,0.00002,1000,1.8,0.07,0.25,0.051,I
263,5,0.01,0.4,0.001,0.00002,1000,1.8,0.07,0.25,0.051,I
264,5,0.1,0.4,0.001,0.00002,1000,1.8,0.07,0.25,0.051,I
265,5,1,0.4,0.001,0.00002,1000,1.8,0.07,0.25,0.051,I
266,5,2.5,0.4,0.001,0.00002,1000,1.8,0.07,0.25,0.051,I
267,5,0.0025,0.63,0.001,0.00002,1000,1.8,0.07,0.25,0.051,I
268,5,0.01,0.63,0.001,0.00002,1000,1.8,0.07,0.25,0.051,I
269,5,0.1,0.63,0.001,0.00002,1000,1.8,0.07,0.25,0.051,I
270,5,2.5,0.63,0.001,0.00002,1000,1.8,0.07,0.25,0.051,I
271,5,0.0025,1,0.001,0.00002,1000,1.8,0.07,0.25,0.051,I
272,5,0.01,1,0.001,0.00002,1000,1.8,0.07,0.25,0.051,I
273,5,0.1,1,0.001,0.00002,1000,1.8,0.07,0.25,0.051,I
274,5,1,1,0.001,0.00002,1000,1.8,0.07,0.25,0.051,I
275,5,2.5,1,0.001,0.00002,1000,1.8,0.07,0.25,0.051,I
276,5,4,1,0.001,0.00002,1000,1.8,0.07,0.25,0.051,I
277,5,0.0025,1.6,0.001,0.00002,1000,1.8,0.07,0.25,0.051,I
278,5,0.01,1.6,0.001,0.00002,1000,1.8,0.07,0.25,0.051,I
279,5,0.1,1.6,0.001,0.00002,1000,1.8,0.07,0.25,0.051,I
280,5,1,1.6,0.001,0.00002,1000,1.8,0.07,0.25,0.051,I
281,5,2.5,1.6,0.001,0.00002,1000,1.8,0.07,0.25,0.051,I
282,5,4,1.6,0.001,0.00002,1000,1.8,0.07,0.25,0.051,I
283,5,0.04,2.5,0.001,0.00002,1000,1.8,0.07,0.25,0.051,I
284,5,0.063,2.5,0.001,0.00002,1000,1.8,0.07,0.25,0.051,I
285,5,0.1,2.5,0.001,0.00002,1000,1.8,0.07,0.25,0.051,I
286,5,0.16,2.5,0.001,0.00002,1000,1.8,0.07,0.25,0.051,I
287,5,0.4,2.5,0.001,0.00002,1000,1.8,0.07,0.25,0.051,I
288,5,1,2.5,0.001,0.00002,1000,1.8,0.07,0.25,0.051,I
289,5,2.5,2.5,0.001,0.00002,1000,1.8,0.07,0.25,0.051,I
290,5,4,2.5,0.001,0.00002,1000,1.8,0.07,0.25,0.051,I
291,5,0.25,4,0.001,0.00002,1000,1.8,0.07,0.25,0.051,I
292,5,0.4,4,0.001,0.00002,1000,1.8,0.07,0.25,0.051,I
293,5,1,4,0.001,0.00002,1000,1.8,0.07,0.25,0.051,I
294,5,2.5,4,0.001,0.00002,1000,1.8,0.07,0.25,0.051,I
295,5,4,4,0.001,0.00002,1000,1.8,0.07,0.25,0.051,I
296,5,0.4,6.3,0.001,0.00002,1000,1.8,0.07,0.25,0.051,I
297,5,0.63,6.3,0.001,0.00002,1000,1.8,0.07,0.25,0.051,I
298,5,1,6.3,0.001,0.00002,1000,1.8,0.07,0.25,0.051,I
299,5,2.5,6.3,0.001,0.00002,1000,1.8,0.07,0.25,0.051,I
300,5,4,6.3,0.001,0.00002,1000,1.8,0.07,0.25,0.051,I
301,5,0.63,10,0.001,0.00002,1000,1.8,0.07,0.25,0.051,I
302,5,1,10,0.001,0.00002,1000,1.8,0.07,0.25,0.051,I
303,5,2.5,10,0.001,0.00002,1000,1.8,0.07,0.25,0.051,I
304,5,4,10,0.001,0.00002,1000,1.8,0.07,0.25,0.051,I
305,5,0.63,16,0.001,0.00002,1000,1.8,0.07,0.25,0.051,I
306,5,1,16,0.001,0.00002,1000,1.8,0.07,0.25,0.051,I
307,5,0.63,25,0.001,0.00002,1000,1.8,0.07,0.25,0.051,I
308,5,1,25,0.001,0.00002,1000,1.8,0.07,0.25,0.051,I
309,1,4,0.025,0.001,0.00002,1000,1.8,0.07,0.5,0.051,DB
310,1,4,0.025,0.001,0.00002,1000,1.8,0.07,0.5,0.051,DB
311,1,6.3,0.025,0.001,0.00002,1000,1.8,0.07,0.5,0.051,DB
312,1,4,0.1,0.001,0.00002,1000,1.8,0.07,0.5,0.051,DB
313,1,6.3,0.1,0.001,0.00002,1000,1.8,0.07,0.5,0.051,DB
314,1,5,0.4,0.001,0.00002,1000,1.8,0.07,0.5,0.051,DB
315,1,6.3,0.4,0.001,0.00002,1000,1.8,0.07,0.5,0.051,DB
316,1,5,0.63,0.001,0.00002,1000,1.8,0.07,0.5,0.051,DB
317,1,6.3,0.63,0.001,0.00002,1000,1.8,0.07,0.5,0.051,DB
318,1,5,1,0.001,0.00002,1000,1.8,0.07,0.5,0.051,DB
319,1,6.3,1,0.001,0.00002,1000,1.8,0.07,0.5,0.051,DB
320,1,6.3,1.6,0.001,0.00002,1000,1.8,0.07,0.5,0.051,DB
321,1,6.3,2.5,0.001,0.00002,1000,1.8,0.07,0.5,0.051,DB
322,3,0.0025,6.3,0.001,0.00002,1000,1.8,0.07,0.5,0.051,SW
323,3,0.004,6.3,0.001,0.00002,1000,1.8,0.07,0.5,0.051,SW
324,3,0.0063,6.3,0.001,0.00002,1000,1.8,0.07,0.5,0.051,SW
325,3,0.01,6.3,0.001,0.00002,1000,1.8,0.07,0.5,0.051,SW
326,3,0.016,6.3,0.001,0.00002,1000,1.8,0.07,0.5,0.051,SW
327,3,0.025,6.3,0.001,0.00002,1000,1.8,0.07,0.5,0.051,SW
328,3,0.0025,10,0.001,0.00002,1000,1.8,0.07,0.5,0.051,SW
329,3,0.01,10,0.001,0.00002,1000,1.8,0.07,0.5,0.051,SW
330,3,0.016,10,0.001,0.00002,1000,1.8,0.07,0.5,0.051,SW
331,3,0.025,10,0.001,0.00002,1000,1.8,0.07,0.5,0.051,SW
332,3,0.04,10,0.001,0.00002,1000,1.8,0.07,0.5,0.051,SW
333,3,0.06,10,0.001,0.00002,1000,1.8,0.07,0.5,0.051,SW
334,3,0.0025,16,0.001,0.00002,1000,1.8,0.07,0.5,0.051,SW
335,3,0.01,16,0.001,0.00002,1000,1.8,0.07,0.5,0.051,SW
336,3,0.016,16,0.001,0.00002,1000,1.8,0.07,0.5,0.051,SW
337,3,0.025,16,0.001,0.00002,1000,1.8,0.07,0.5,0.051,SW
338,4,0.16,10,0.001,0.00002,1000,1.8,0.07,0.5,0.051,A
339,4,0.25,10,0.001,0.00002,1000,1.8,0.07,0.5,0.051,A
340,4,0.04,16,0.001,0.00002,1000,1.8,0.07,0.5,0.051,A
341,4,0.063,16,0.001,0.00002,1000,1.8,0.07,0.5,0.051,A
342,4,0.1,16,0.001,0.00002,1000,1.8,0.07,0.5,0.051,A
343,4,0.16,16,0.001,0.00002,1000,1.8,0.07,0.5,0.051,A
344,4,0.25,16,0.001,0.00002,1000,1.8,0.07,0.5,0.051,A
345,4,0.4,16,0.001,0.00002,1000,1.8,0.07,0.5,0.051,A
