Samples,FlowPattern,Vsl,Vsg,VisL,VisG,DenL,DenG,ST,Ang,ID,FPLabels
23,5,0.10484,0.09647,0.001,2.00E-05,1000,1.8,0.07,15,0.025,I
24,5,0.00232,0.02371,0.001,2.00E-05,1000,1.8,0.07,-50,0.051,I
25,5,1,25,0.001,2.00E-05,1000,1.8,0.07,5,0.025,I
26,3,0.01,16,0.001,2.00E-05,1000,1.8,0.07,0.5,0.051,SW
27,4,0.00938,24.5518,0.001,2.00E-05,1000,1.8,0.07,90,0.051,A
28,5,0.64176,0.03877,0.001,2.00E-05,1000,1.8,0.07,-50,0.025,I
29,5,0.01,6.3,0.001,2.00E-05,1000,1.8,0.07,10,0.051,I
30,4,0.15082,24.253,0.001,2.00E-05,1000,1.8,0.07,50,0.051,A
31,3,0.006,25,0.001,2.00E-05,1000,1.8,0.07,0,0.025,SW
32,5,1.03953,17.0322,0.001,2.00E-05,1000,1.8,0.07,-90,0.051,I
33,5,0.01034,6.04296,0.001,2.00E-05,1000,1.8,0.07,-50,0.051,I
34,4,0.23908,24.1883,0.001,2.00E-05,1000,1.8,0.07,-70,0.051,A
35,1,4,0.63,0.001,2.00E-05,1000,1.8,0.07,10,0.051,DB
36,5,0.4,4,0.001,2.00E-05,1000,1.8,0.07,0.25,0.051,I
37,1,4,0.025,0.001,2.00E-05,1000,1.8,0.07,0.25,0.051,DB
38,4,0.24097,16.3885,0.001,2.00E-05,1000,1.8,0.07,-30,0.051,A
39,5,1,6.3,0.001,2.00E-05,1000,1.8,0.07,1,0.025,I
40,1,2.34387,0.08058,0.001,2.00E-05,1000,1.8,0.07,30,0.051,DB
41,1,4,1.6,0.001,2.00E-05,1000,1.8,0.07,2,0.051,DB
42,7,0.09754,0.0592,0.001,2.00E-05,1000,1.8,0.07,70,0.051,B
43,3,0.0025,25,0.001,2.00E-05,1000,1.8,0.07,-10,0.051,SW
44,4,0.41616,16.3701,0.001,2.00E-05,1000,1.8,0.07,-30,0.051,A
45,5,0.00384,0.09306,0.001,2.00E-05,1000,1.8,0.07,15,0.025,I
46,4,0.016,25,0.001,2.00E-05,1000,1.8,0.07,5,0.051,A
47,4,1.60353,1.53485,0.001,2.00E-05,1000,1.8,0.07,-70,0.025,A
48,5,2.58454,2.47906,0.001,2.00E-05,1000,1.8,0.07,-80,0.051,I
49,5,0.15,4,0.001,2.00E-05,1000,1.8,0.07,0,0.025,I
50,5,0.02329,4.0571,0.001,2.00E-05,1000,1.8,0.07,80,0.051,I
51,3,0.016,0.1,0.001,2.00E-05,1000,1.8,0.07,-1,0.051,SW
52,1,4,0.025,0.001,2.00E-05,1000,1.8,0.07,1,0.051,DB
53,5,0.09432,0.37353,0.001,2.00E-05,1000,1.8,0.07,90,0.025,I
54,3,0.42253,4.09749,0.001,2.00E-05,1000,1.8,0.07,-70,0.025,SW
55,5,0.11082,0.12656,0.001,2.00E-05,1000,1.8,0.07,30,0.051,I
56,5,0.00242,0.93057,0.001,2.00E-05,1000,1.8,0.07,-50,0.051,I
57,5,0.99874,9.83415,0.001,2.00E-05,1000,1.8,0.07,30,0.025,I
58,5,0.00256,0.38449,0.001,2.00E-05,1000,1.8,0.07,70,0.051,I
59,1,2.44205,0.02452,0.001,2.00E-05,1000,1.8,0.07,15,0.051,DB
60,5,0.01,1.6,0.001,2.00E-05,1000,1.8,0.07,2,0.025,I
61,2,0.06,0.25,0.001,2.00E-05,1000,1.8,0.07,0,0.025,SS
62,4,0.1,25,0.001,2.00E-05,1000,1.8,0.07,0.25,0.025,A
63,7,0.00235,0.02363,0.001,2.00E-05,1000,1.8,0.07,90,0.051,B
64,5,0.00379,0.38613,0.001,2.00E-05,1000,1.8,0.07,70,0.025,I
65,5,0.00233,0.09775,0.001,2.00E-05,1000,1.8,0.07,15,0.051,I
66,3,0.01616,15.3409,0.001,2.00E-05,1000,1.8,0.07,-80,0.051,SW
67,1,4.53891,1.69055,0.001,2.00E-05,1000,1.8,0.07,85,0.051,DB
68,4,0.24923,0.36517,0.001,2.00E-05,1000,1.8,0.07,-90,0.025,A
69,5,1.65435,0.06264,0.001,2.00E-05,1000,1.8,0.07,15,0.025,I
70,5,2.39684,3.89124,0.001,2.00E-05,1000,1.8,0.07,50,0.051,I
71,4,1.00197,0.6163,0.001,2.00E-05,1000,1.8,0.07,-70,0.051,A
72,5,1.6568,1.01358,0.001,2.00E-05,1000,1.8,0.07,20,0.025,I
73,5,0.00636,6.04296,0.001,2.00E-05,1000,1.8,0.07,-50,0.051,I
74,5,0.0147,10.0898,0.001,2.00E-05,1000,1.8,0.07,90,0.051,I
75,1,2.54686,0.24787,0.001,2.00E-05,1000,1.8,0.07,-30,0.051,DB
76,5,1,0.1,0.001,2.00E-05,1000,1.8,0.07,0.25,0.025,I
77,5,1.6,6.3,0.001,2.00E-05,1000,1.8,0.07,-5,0.051,I
78,3,0.15,6.5,0.001,2.00E-05,1000,1.8,0.07,-10,0.025,SW
79,5,0.00495,0.08139,0.001,2.00E-05,1000,1.8,0.07,30,0.051,I
80,5,1.6,0.4,0.001,2.00E-05,1000,1.8,0.07,5,0.025,I
81,3,0.1,1.6,0.001,2.00E-05,1000,1.8,0.07,0,0.051,SW
82,5,1.65017,26.2499,0.001,2.00E-05,1000,1.8,0.07,-90,0.025,I
83,4,0.15,16,0.001,2.00E-05,1000,1.8,0.07,1,0.025,A
84,2,0.025,0.016,0.001,2.00E-05,1000,1.8,0.07,-1,0.025,SS
85,5,0.58887,0.24883,0.001,2.00E-05,1000,1.8,0.07,70,0.051,I
86,5,1.9251,10.4025,0.001,2.00E-05,1000,1.8,0.07,85,0.051,I
87,5,4,4,0.001,2.00E-05,1000,1.8,0.07,10,0.051,I
88,5,0.004,2.5,0.001,2.00E-05,1000,1.8,0.07,0.5,0.025,I
89,5,0.25103,0.24148,0.001,2.00E-05,1000,1.8,0.07,20,0.051,I
90,5,2.5,0.06,0.001,2.00E-05,1000,1.8,0.07,10,0.025,I
91,4,0.016,25,0.001,2.00E-05,1000,1.8,0.07,0.25,0.051,A
92,5,0.00382,3.92419,0.001,2.00E-05,1000,1.8,0.07,15,0.025,I
93,1,2.58218,0.61129,0.001,2.00E-05,1000,1.8,0.07,90,0.051,DB
94,5,0.1,1.5,0.001,2.00E-05,1000,1.8,0.07,0,0.025,I
95,7,0.00638,0.09772,0.001,2.00E-05,1000,1.8,0.07,80,0.051,B
96,1,2.70628,0.02444,0.001,2.00E-05,1000,1.8,0.07,20,0.051,DB
97,5,2.69869,10.0493,0.001,2.00E-05,1000,1.8,0.07,-80,0.025,I
98,5,2.5,6.3,0.001,2.00E-05,1000,1.8,0.07,-1,0.051,I
99,5,2.67114,2.45824,0.001,2.00E-05,1000,1.8,0.07,-50,0.051,I
100,5,0.63,0.4,0.001,2.00E-05,1000,1.8,0.07,-1,0.025,I
101,3,0.10501,0.98896,0.001,2.00E-05,1000,1.8,0.07,-70,0.051,SW
102,4,0.01007,0.04894,0.001,2.00E-05,1000,1.8,0.07,-90,0.025,A
103,4,0.1,25,0.001,2.00E-05,1000,1.8,0.07,-1,0.051,A
104,1,4.26944,9.75706,0.001,2.00E-05,1000,1.8,0.07,-80,0.025,DB
105,5,0.00393,0.1571,0.001,2.00E-05,1000,1.8,0.07,85,0.051,I
106,5,1,16,0.001,2.00E-05,1000,1.8,0.07,2,0.025,I
107,5,0.4,6.3,0.001,2.00E-05,1000,1.8,0.07,0.5,0.051,I
108,5,0.1,2.5,0.001,2.00E-05,1000,1.8,0.07,0.25,0.025,I
109,4,0.15521,9.45435,0.001,2.00E-05,1000,1.8,0.07,90,0.025,A
110,5,0.00984,4.0202,0.001,2.00E-05,1000,1.8,0.07,30,0.025,I
111,4,0.045,15,0.001,2.00E-05,1000,1.8,0.07,-10,0.025,A
112,3,0.00409,3.97861,0.001,2.00E-05,1000,1.8,0.07,-80,0.025,SW
113,4,0.00906,39.4022,0.001,2.00E-05,1000,1.8,0.07,70,0.025,A
114,2,0.0016,1.6,0.001,2.00E-05,1000,1.8,0.07,-5,0.051,SS
115,5,0.00216,0.12638,0.001,2.00E-05,1000,1.8,0.07,30,0.051,I
116,3,0.04,10,0.001,2.00E-05,1000,1.8,0.07,-1,0.051,SW
117,5,1.0314,4.27424,0.001,2.00E-05,1000,1.8,0.07,-90,0.025,I
118,1,4,2.5,0.001,2.00E-05,1000,1.8,0.07,0,0.025,DB
119,1,4,0.1,0.001,2.00E-05,1000,1.8,0.07,5,0.051,DB
120,5,0.15874,9.85213,0.001,2.00E-05,1000,1.8,0.07,20,0.051,I
121,5,0.0025,2.5,0.001,2.00E-05,1000,1.8,0.07,1,0.051,I
122,5,2.5,2.5,0.001,2.00E-05,1000,1.8,0.07,0,0.025,I
123,5,4,6.3,0.001,2.00E-05,1000,1.8,0.07,0.5,0.051,I
124,4,0.23941,15.8639,0.001,2.00E-05,1000,1.8,0.07,-70,0.051,A
125,5,0.05852,9.63408,0.001,2.00E-05,1000,1.8,0.07,90,0.051,I
126,5,0.0091,0.09627,0.001,2.00E-05,1000,1.8,0.07,15,0.051,I
127,4,0.00816,23.0403,0.001,2.00E-05,1000,1.8,0.07,30,0.051,A
128,4,0.01,40,0.001,2.00E-05,1000,1.8,0.07,10,0.051,A
129,4,0.17993,23.9628,0.001,2.00E-05,1000,1.8,0.07,15,0.051,A
130,3,1,0.016,0.001,2.00E-05,1000,1.8,0.07,-5,0.051,SW
131,3,0.40668,0.09366,0.001,2.00E-05,1000,1.8,0.07,-70,0.025,SW
132,5,0.05725,10.3372,0.001,2.00E-05,1000,1.8,0.07,80,0.051,I
133,4,1.14027,0.01463,0.001,2.00E-05,1000,1.8,0.07,-70,0.025,A
134,5,0.24805,6.19952,0.001,2.00E-05,1000,1.8,0.07,80,0.051,I
135,5,1,1.6,0.001,2.00E-05,1000,1.8,0.07,2,0.051,I
136,3,0.004,4,0.001,2.00E-05,1000,1.8,0.07,-5,0.051,SW
137,5,0.03869,0.01018,0.001,2.00E-05,1000,1.8,0.07,20,0.025,I
138,5,0.56998,24.5777,0.001,2.00E-05,1000,1.8,0.07,90,0.051,I
139,4,0.1,16,0.001,2.00E-05,1000,1.8,0.07,5,0.051,A
140,2,0.01,0.4,0.001,2.00E-05,1000,1.8,0.07,-1,0.025,SS
141,5,0.00392,2.38282,0.001,2.00E-05,1000,1.8,0.07,90,0.025,I
142,4,0.14285,25.9227,0.001,2.00E-05,1000,1.8,0.07,-90,0.051,A
143,5,2.5,6.3,0.001,2.00E-05,1000,1.8,0.07,2,0.025,I
144,5,0.01,0.25,0.001,2.00E-05,1000,1.8,0.07,1,0.025,I
145,5,0.00246,0.09471,0.001,2.00E-05,1000,1.8,0.07,20,0.051,I
146,1,1.9466,0.09958,0.001,2.00E-05,1000,1.8,0.07,-80,0.051,DB
147,3,0.1,2.5,0.001,2.00E-05,1000,1.8,0.07,0,0.051,SW
148,5,0.63,25,0.001,2.00E-05,1000,1.8,0.07,-5,0.025,I
149,5,1.04482,1.53993,0.001,2.00E-05,1000,1.8,0.07,15,0.025,I
150,5,0.006,6,0.001,2.00E-05,1000,1.8,0.07,10,0.025,I
151,1,2.41815,0.0388,0.001,2.00E-05,1000,1.8,0.07,50,0.025,DB
152,5,0.03916,3.92419,0.001,2.00E-05,1000,1.8,0.07,-50,0.051,I
153,5,0.38863,0.15556,0.001,2.00E-05,1000,1.8,0.07,20,0.051,I
154,5,0.25287,8.97687,0.001,2.00E-05,1000,1.8,0.07,-50,0.051,I
155,5,0.99789,0.03951,0.001,2.00E-05,1000,1.8,0.07,-80,0.051,I
156,5,0.42282,24.4868,0.001,2.00E-05,1000,1.8,0.07,70,0.051,I
157,1,2.5,0.025,0.001,2.00E-05,1000,1.8,0.07,-5,0.051,DB
158,2,0.004,0.1,0.001,2.00E-05,1000,1.8,0.07,-5,0.051,SS
159,5,0.00246,9.30572,0.001,2.00E-05,1000,1.8,0.07,-50,0.051,I
160,5,0.01,4,0.001,2.00E-05,1000,1.8,0.07,10,0.051,I
161,5,0.0063,0.04,0.001,2.00E-05,1000,1.8,0.07,1,0.025,I
162,5,0.02249,0.23222,0.001,2.00E-05,1000,1.8,0.07,70,0.025,I
163,3,0.0025,25,0.001,2.00E-05,1000,1.8,0.07,0,0.051,SW
164,7,1.63333,0.36996,0.001,2.00E-05,1000,1.8,0.07,85,0.051,B
165,1,2.5,0.1,0.001,2.00E-05,1000,1.8,0.07,-1,0.025,DB
166,4,0.25,15,0.001,2.00E-05,1000,1.8,0.07,0,0.025,A
167,3,0.63,4,0.001,2.00E-05,1000,1.8,0.07,-10,0.051,SW
168,5,0.25,6.3,0.001,2.00E-05,1000,1.8,0.07,2,0.051,I
169,5,0.1,0.025,0.001,2.00E-05,1000,1.8,0.07,2,0.051,I
170,3,0.0025,16,0.001,2.00E-05,1000,1.8,0.07,2,0.051,SW
171,3,0.63121,0.01542,0.001,2.00E-05,1000,1.8,0.07,-30,0.051,SW
172,2,0.0025,1,0.001,2.00E-05,1000,1.8,0.07,0,0.051,SS
173,5,1,25,0.001,2.00E-05,1000,1.8,0.07,10,0.025,I
174,5,0.00964,0.3777,0.001,2.00E-05,1000,1.8,0.07,70,0.025,I
175,4,0.0063,25,0.001,2.00E-05,1000,1.8,0.07,10,0.051,A
176,5,0.39096,2.53686,0.001,2.00E-05,1000,1.8,0.07,20,0.025,I
177,4,0.00383,14.8363,0.001,2.00E-05,1000,1.8,0.07,-50,0.025,A
178,5,0.01892,5.83269,0.001,2.00E-05,1000,1.8,0.07,30,0.051,I
179,1,6.3,4,0.001,2.00E-05,1000,1.8,0.07,0.25,0.051,DB
180,5,0.04942,9.92429,0.001,2.00E-05,1000,1.8,0.07,15,0.051,I
181,1,6.03872,0.61978,0.001,2.00E-05,1000,1.8,0.07,20,0.051,DB
182,4,0.25,15,0.001,2.00E-05,1000,1.8,0.07,0.5,0.025,A
183,5,0.1,0.63,0.001,2.00E-05,1000,1.8,0.07,10,0.051,I
184,5,0.0038,1.59634,0.001,2.00E-05,1000,1.8,0.07,15,0.025,I
185,5,0.16,6.3,0.001,2.00E-05,1000,1.8,0.07,2,0.051,I
186,5,0.0025,4.04819,0.001,2.00E-05,1000,1.8,0.07,15,0.051,I
187,5,1,1,0.001,2.00E-05,1000,1.8,0.07,5,0.025,I
188,5,1.64647,2.5483,0.001,2.00E-05,1000,1.8,0.07,15,0.025,I
189,3,0.016,10,0.001,2.00E-05,1000,1.8,0.07,5,0.025,SW
190,7,1.43624,0.37681,0.001,2.00E-05,1000,1.8,0.07,90,0.051,B
191,5,0.96141,25.5403,0.001,2.00E-05,1000,1.8,0.07,50,0.051,I
192,3,0.0063,10,0.001,2.00E-05,1000,1.8,0.07,5,0.051,SW
193,3,1.60805,0.03902,0.001,2.00E-05,1000,1.8,0.07,-30,0.025,SW
194,5,0.99663,1.69019,0.001,2.00E-05,1000,1.8,0.07,50,0.025,I
195,4,0.06151,25.8582,0.001,2.00E-05,1000,1.8,0.07,-30,0.051,A
196,5,2.5,0.025,0.001,2.00E-05,1000,1.8,0.07,0,0.051,I
197,5,1.48551,2.63609,0.001,2.00E-05,1000,1.8,0.07,80,0.051,I
198,2,0.015,2.5,0.001,2.00E-05,1000,1.8,0.07,0,0.025,SS
199,1,2.81292,0.6193,0.001,2.00E-05,1000,1.8,0.07,50,0.025,DB
200,4,0.01,25,0.001,2.00E-05,1000,1.8,0.07,-5,0.025,A
201,5,1.17286,6.55404,0.001,2.00E-05,1000,1.8,0.07,85,0.051,I
202,3,16.5482,0.00403,0.001,2.00E-05,1000,1.8,0.07,15,0.025,SW
203,5,1,1,0.001,2.00E-05,1000,1.8,0.07,-1,0.025,I
204,4,0.16925,17.1544,0.001,2.00E-05,1000,1.8,0.07,15,0.025,A
205,5,1.59454,6.50752,0.001,2.00E-05,1000,1.8,0.07,-90,0.025,I
206,5,0.26143,0.15707,0.001,2.00E-05,1000,1.8,0.07,90,0.051,I
207,5,0.63,0.63,0.001,2.00E-05,1000,1.8,0.07,0,0.051,I
208,5,1.5,0.4,0.001,2.00E-05,1000,1.8,0.07,0,0.025,I
209,5,0.67526,0.06213,0.001,2.00E-05,1000,1.8,0.07,50,0.051,I
210,7,0.0098,0.09719,0.001,2.00E-05,1000,1.8,0.07,70,0.051,B
211,2,0.006,0.4,0.001,2.00E-05,1000,1.8,0.07,0,0.025,SS
212,4,0.00611,24.8534,0.001,2.00E-05,1000,1.8,0.07,-30,0.051,A
213,4,0.39137,0.06925,0.001,2.00E-05,1000,1.8,0.07,-90,0.051,A
214,5,0.16,6.3,0.001,2.00E-05,1000,1.8,0.07,1,0.051,I
215,2,0.0025,2.5,0.001,2.00E-05,1000,1.8,0.07,0,0.051,SS
216,4,0.1,15,0.001,2.00E-05,1000,1.8,0.07,0.5,0.025,A
217,4,0.16,16,0.001,2.00E-05,1000,1.8,0.07,5,0.025,A
218,1,3.25437,1.58768,0.001,2.00E-05,1000,1.8,0.07,85,0.051,DB
219,4,0.63494,25.7494,0.001,2.00E-05,1000,1.8,0.07,-30,0.051,A
220,5,1.5,1.5,0.001,2.00E-05,1000,1.8,0.07,0.25,0.025,I
221,3,0.1,10,0.001,2.00E-05,1000,1.8,0.07,-10,0.051,SW
222,5,2.5,0.063,0.001,2.00E-05,1000,1.8,0.07,0,0.051,I
223,5,1,6.5,0.001,2.00E-05,1000,1.8,0.07,-10,0.025,I
224,5,0.63,0.016,0.001,2.00E-05,1000,1.8,0.07,-1,0.025,I
225,5,0.25,0.25,0.001,2.00E-05,1000,1.8,0.07,0,0.025,I
226,1,3.53857,2.41043,0.001,2.00E-05,1000,1.8,0.07,90,0.051,DB
227,3,0.01,10,0.001,2.00E-05,1000,1.8,0.07,-10,0.051,SW
228,5,1,0.025,0.001,2.00E-05,1000,1.8,0.07,2,0.051,I
229,5,1.5,1,0.001,2.00E-05,1000,1.8,0.07,0.5,0.025,I
230,5,0.98674,2.61799,0.001,2.00E-05,1000,1.8,0.07,20,0.025,I
231,1,4,0.25,0.001,2.00E-05,1000,1.8,0.07,-1,0.051,DB
232,5,0.01025,6.56447,0.001,2.00E-05,1000,1.8,0.07,30,0.025,I
233,5,1.5,0.6,0.001,2.00E-05,1000,1.8,0.07,10,0.025,I
234,5,0.38294,1.62531,0.001,2.00E-05,1000,1.8,0.07,20,0.025,I
235,1,1.68108,0.07135,0.001,2.00E-05,1000,1.8,0.07,-90,0.051,DB
236,4,0.00939,26.1358,0.001,2.00E-05,1000,1.8,0.07,80,0.051,A
237,5,4,1.6,0.001,2.00E-05,1000,1.8,0.07,5,0.051,I
238,5,1,6,0.001,2.00E-05,1000,1.8,0.07,0.5,0.025,I
239,4,0.00237,25.8327,0.001,2.00E-05,1000,1.8,0.07,80,0.051,A
240,5,0.1,4,0.001,2.00E-05,1000,1.8,0.07,5,0.051,I
241,5,0.0025,4,0.001,2.00E-05,1000,1.8,0.07,2,0.051,I
242,5,0.63915,0.05324,0.001,2.00E-05,1000,1.8,0.07,30,0.051,I
243,5,0.42122,14.8551,0.001,2.00E-05,1000,1.8,0.07,-50,0.051,I
244,3,0.10782,1.46272,0.001,2.00E-05,1000,1.8,0.07,-70,0.025,SW
245,7,0.09935,0.09718,0.001,2.00E-05,1000,1.8,0.07,85,0.051,B
246,5,2.51578,0.4127,0.001,2.00E-05,1000,1.8,0.07,-90,0.051,I
247,5,1.52528,0.09562,0.001,2.00E-05,1000,1.8,0.07,30,0.025,I
248,1,6.3,1,0.001,2.00E-05,1000,1.8,0.07,0.5,0.051,DB
249,5,2.5,0.6,0.001,2.00E-05,1000,1.8,0.07,10,0.025,I
250,5,2.5,1,0.001,2.00E-05,1000,1.8,0.07,0.25,0.051,I
251,5,1.567,0.3906,0.001,2.00E-05,1000,1.8,0.07,-50,0.025,I
252,5,0.70297,0.91284,0.001,2.00E-05,1000,1.8,0.07,15,0.051,I
253,5,0.00387,0.38359,0.001,2.00E-05,1000,1.8,0.07,-50,0.025,I
254,4,0.4491,16.5482,0.001,2.00E-05,1000,1.8,0.07,15,0.025,A
255,5,0.00391,6.04296,0.001,2.00E-05,1000,1.8,0.07,-50,0.051,I
256,4,0.25,15,0.001,2.00E-05,1000,1.8,0.07,10,0.025,A
257,1,2.76035,0.25275,0.001,2.00E-05,1000,1.8,0.07,85,0.051,DB
258,4,0.2458,0.10075,0.001,2.00E-05,1000,1.8,0.07,-90,0.051,A
259,7,1.55384,0.40264,0.001,2.00E-05,1000,1.8,0.07,80,0.051,B
260,5,0.63,6.3,0.001,2.00E-05,1000,1.8,0.07,-1,0.025,I
261,5,1.08127,15.9511,0.001,2.00E-05,1000,1.8,0.07,90,0.025,I
262,5,0.4,6.3,0.001,2.00E-05,1000,1.8,0.07,0.25,0.051,I
263,3,0.10184,10.2102,0.001,2.00E-05,1000,1.8,0.07,-70,0.051,SW
264,5,0.6,15,0.001,2.00E-05,1000,1.8,0.07,-10,0.025,I
265,5,2.5,6.3,0.001,2.00E-05,1000,1.8,0.07,0.25,0.051,I
266,3,0.04,1.6,0.001,2.00E-05,1000,1.8,0.07,0,0.051,SW
267,5,1.63,10,0.001,2.00E-05,1000,1.8,0.07,-1,0.025,I
268,3,0.0025,25,0.001,2.00E-05,1000,1.8,0.07,10,0.051,SW
269,5,0.00928,0.15339,0.001,2.00E-05,1000,1.8,0.07,-50,0.025,I
270,4,0.00148,39.2033,0.001,2.00E-05,1000,1.8,0.07,-30,0.051,A
271,5,0.61143,0.61302,0.001,2.00E-05,1000,1.8,0.07,70,0.025,I
272,5,0.16,2.5,0.001,2.00E-05,1000,1.8,0.07,0,0.051,I
273,4,0.0063,40,0.001,2.00E-05,1000,1.8,0.07,10,0.051,A
274,5,0.00216,0.02192,0.001,2.00E-05,1000,1.8,0.07,30,0.051,I
275,5,2.5,1,0.001,2.00E-05,1000,1.8,0.07,0,0.025,I
276,3,0.0105,0.61743,0.001,2.00E-05,1000,1.8,0.07,-70,0.025,SW
277,5,0.00234,6.04296,0.001,2.00E-05,1000,1.8,0.07,-50,0.051,I
278,5,0.24766,0.15162,0.001,2.00E-05,1000,1.8,0.07,85,0.051,I
279,5,2.5,0.4,0.001,2.00E-05,1000,1.8,0.07,0.5,0.051,I
280,5,0.00376,0.07989,0.001,2.00E-05,1000,1.8,0.07,30,0.051,I
281,1,2.5,0.1,0.001,2.00E-05,1000,1.8,0.07,-1,0.051,DB
282,4,0.25354,10.2276,0.001,2.00E-05,1000,1.8,0.07,-90,0.051,A
283,4,0.063,10,0.001,2.00E-05,1000,1.8,0.07,2,0.025,A
284,5,0.00834,0.02171,0.001,2.00E-05,1000,1.8,0.07,30,0.051,I
285,5,0.0025,0.63,0.001,2.00E-05,1000,1.8,0.07,0.5,0.051,I
286,5,1.61257,3.91813,0.001,2.00E-05,1000,1.8,0.07,-50,0.025,I
287,4,0.00583,23.9628,0.001,2.00E-05,1000,1.8,0.07,15,0.051,A
288,1,4,1,0.001,2.00E-05,1000,1.8,0.07,1,0.025,DB
289,5,0.10352,6.27755,0.001,2.00E-05,1000,1.8,0.07,90,0.025,I
290,1,1.6,0.04,0.001,2.00E-05,1000,1.8,0.07,-5,0.025,DB
291,5,0.37791,3.90274,0.001,2.00E-05,1000,1.8,0.07,90,0.051,I
292,5,0.00636,0.26055,0.001,2.00E-05,1000,1.8,0.07,30,0.025,I
293,5,1,15,0.001,2.00E-05,1000,1.8,0.07,0,0.025,I
294,5,0.025,10,0.001,2.00E-05,1000,1.8,0.07,10,0.051,I
295,5,1.61348,0.03793,0.001,2.00E-05,1000,1.8,0.07,50,0.051,I
296,3,1.6,1,0.001,2.00E-05,1000,1.8,0.07,-10,0.051,SW
297,5,1,10,0.001,2.00E-05,1000,1.8,0.07,0,0.051,I
298,4,1.01815,41.0989,0.001,2.00E-05,1000,1.8,0.07,-30,0.051,A
299,3,0.0016,10,0.001,2.00E-05,1000,1.8,0.07,-1,0.051,SW
300,5,0.00371,3.71398,0.001,2.00E-05,1000,1.8,0.07,90,0.051,I
301,2,0.01,0.63,0.001,2.00E-05,1000,1.8,0.07,0,0.051,SS
302,1,3.99982,0.5786,0.001,2.00E-05,1000,1.8,0.07,15,0.051,DB
303,3,0.025,16,0.001,2.00E-05,1000,1.8,0.07,-5,0.051,SW
304,4,0.06,25,0.001,2.00E-05,1000,1.8,0.07,0.5,0.025,A
305,5,0.92874,2.48451,0.001,2.00E-05,1000,1.8,0.07,90,0.051,I
306,5,1.54383,0.01485,0.001,2.00E-05,1000,1.8,0.07,-30,0.025,I
307,5,0.02453,9.31226,0.001,2.00E-05,1000,1.8,0.07,50,0.051,I
308,2,0.01,0.1,0.001,2.00E-05,1000,1.8,0.07,-5,0.051,SS
309,5,2.62463,0.40679,0.001,2.00E-05,1000,1.8,0.07,15,0.025,I
310,5,0.006,0.4,0.001,2.00E-05,1000,1.8,0.07,10,0.025,I
311,5,0.01544,3.98508,0.001,2.00E-05,1000,1.8,0.07,85,0.051,I
312,5,0.063,2.5,0.001,2.00E-05,1000,1.8,0.07,0.25,0.051,I
313,1,3.95408,1.52501,0.001,2.00E-05,1000,1.8,0.07,70,0.051,DB
314,4,1.6153,3.78179,0.001,2.00E-05,1000,1.8,0.07,-80,0.051,A
315,3,0.25,0.016,0.001,2.00E-05,1000,1.8,0.07,-5,0.025,SW
316,1,4,0.25,0.001,2.00E-05,1000,1.8,0.07,0.25,0.025,DB
317,1,4.05767,1.59634,0.001,2.00E-05,1000,1.8,0.07,15,0.025,DB
318,4,0.64497,0.23791,0.001,2.00E-05,1000,1.8,0.07,-80,0.051,A
319,5,1.01444,0.06132,0.001,2.00E-05,1000,1.8,0.07,50,0.051,I
320,5,0.006,0.06,0.001,2.00E-05,1000,1.8,0.07,10,0.025,I
321,5,1.5,0.15,0.001,2.00E-05,1000,1.8,0.07,10,0.025,I
